acct_ref,cust_ref,has_dependents,tenure_mo,home_phone,multi_line,internet_plan,add_on_security,add_on_backup,add_on_protection,tech_support_std,stream_tv,stream_movies,contract_term,e_bill_opt_in,pay_method,monthly_fee,total_billed,left_flag,fiscal_qtr,gender,age_years,is_married,dependents_count,referred_friend,referrals_count,recent_offer,avg_long_dist_fee,internet_tech,avg_gb_download,premium_support,stream_music,unlimited_data_opt,refunds_total,extra_data_fees_total,long_dist_fees_total
ACCT961318,CUST64393771,No,51,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),79.6,3974.7,No,Q3,Male,69,No,0,No,0,NA,24.92,Fiber Optic,11,No,No,Yes,16.73,0,1270.92
ACCT655138,CUST15332291,No,41,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.25,3439,No,Q3,Male,36,Yes,0,Yes,10,Offer B,39.39,Fiber Optic,3,No,No,Yes,2.18,0,1614.99
ACCT929856,CUST11669214,Yes,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,50.45,50.45,Yes,Q3,Female,47,Yes,2,Yes,1,Offer E,9.73,DSL,29,No,No,Yes,0,0,9.73
ACCT452441,CUST64434850,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.45,42.45,No,Q3,Female,31,No,0,No,0,NA,47.19,NA,0,No,No,No,0,0,94.38
ACCT605082,CUST33039843,No,68,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),79.6,5461.45,No,Q3,Male,50,No,0,No,0,NA,18.53,Fiber Optic,21,No,No,No,3.26,10,1260.04
ACCT486238,CUST33205166,No,70,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),77.3,5498.2,No,Q3,Male,22,Yes,0,Yes,2,NA,4.8,Cable,41,Yes,Yes,Yes,26.87,0,336
ACCT790725,CUST92410754,No,3,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,29.75,96.85,No,Q3,Male,58,No,0,No,0,Offer E,0,DSL,18,Yes,No,Yes,0,0,0
ACCT237845,CUST72557410,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.9,111.05,No,Q3,Male,56,No,0,No,0,NA,5.08,DSL,17,No,No,Yes,0,0,10.16
ACCT431587,CUST77315379,No,7,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,74.65,521.1,Yes,Q3,Female,33,No,0,No,0,Offer E,48.82,Cable,19,Yes,Yes,Yes,28.35,0,341.74
ACCT762618,CUST69762500,No,13,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,71.95,923.85,No,Q3,Female,54,No,0,No,0,Offer D,10.66,DSL,5,No,Yes,Yes,10.47,0,138.58
ACCT940804,CUST45314976,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,141.1,No,Q3,Male,44,No,0,No,0,Offer E,47.19,NA,0,No,No,No,0,0,330.33
ACCT639006,CUST18527725,Yes,12,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,56.3,628.65,No,Q3,Male,49,Yes,2,Yes,5,Offer D,17.27,Cable,29,No,No,Yes,0,0,207.24
ACCT147285,CUST32329730,Yes,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,105.25,5576.3,No,Q3,Male,40,Yes,1,Yes,7,Offer B,3.78,Fiber Optic,27,No,Yes,Yes,0,0,200.34
ACCT787733,CUST49470733,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,1046.1,Yes,Q3,Female,53,No,0,No,0,NA,12.75,Fiber Optic,24,No,Yes,No,7.39,120,153
ACCT951510,CUST90508027,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,1245.6,No,Q3,Male,48,Yes,2,Yes,4,Offer B,10.67,NA,0,No,No,No,0,0,672.21
ACCT504536,CUST87004930,No,15,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,84.45,1287.85,No,Q3,Female,58,No,0,No,0,Offer D,8.97,Cable,2,Yes,Yes,Yes,0,0,134.55
ACCT470969,CUST59980896,Yes,36,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,53.65,1939.35,No,Q3,Male,40,Yes,1,Yes,2,NA,8,Cable,19,No,No,Yes,0,0,288
ACCT208429,CUST34654973,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,452.55,No,Q3,Female,51,Yes,1,Yes,8,NA,30.41,NA,0,No,No,No,0,0,729.84
ACCT727660,CUST21589424,No,61,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),43.7,2696.55,No,Q3,Female,59,No,0,No,0,Offer B,0,DSL,8,Yes,No,Yes,0,0,0
ACCT603644,CUST75553089,Yes,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.85,1267.05,No,Q3,Male,55,Yes,1,Yes,5,Offer B,33.47,NA,0,No,No,No,0,0,2175.55
ACCT391008,CUST73031561,No,16,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,49.45,799,No,Q3,Male,29,No,0,No,0,NA,48.45,DSL,59,Yes,No,Yes,0,0,775.2
ACCT330326,CUST56923835,No,54,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),106.55,5763.3,Yes,Q3,Female,59,Yes,0,Yes,2,NA,8.83,Fiber Optic,21,No,Yes,Yes,0,0,476.82
ACCT682889,CUST82248549,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.1,20.1,Yes,Q3,Male,33,No,0,No,0,Offer E,16.81,NA,0,No,No,No,0,0,16.81
ACCT633288,CUST32753451,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.45,106.9,No,Q3,Male,19,No,1,No,0,Offer E,29.15,NA,0,No,No,No,0,0,145.75
ACCT757614,CUST55926184,No,19,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,39.7,710.05,No,Q3,Female,19,No,0,No,0,NA,0,DSL,59,No,Yes,No,0,110,0
ACCT781708,CUST48566474,No,10,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),54.5,568.2,No,Q3,Male,29,No,0,No,0,NA,33.98,DSL,59,No,No,Yes,0,0,339.8
ACCT808556,CUST66904554,Yes,23,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,83.8,1900.25,Yes,Q3,Female,45,Yes,0,No,0,NA,38.81,Fiber Optic,28,Yes,No,Yes,0,0,892.63
ACCT751219,CUST24869195,No,3,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,55.15,159.15,Yes,Q3,Male,25,No,0,No,0,Offer E,22.77,DSL,51,No,Yes,Yes,0,0,68.31
ACCT699513,CUST64956096,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.6,8012.75,No,Q3,Female,42,No,0,No,0,NA,24.19,Fiber Optic,13,Yes,Yes,Yes,0,0,1741.68
ACCT733812,CUST18682709,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.65,856.65,Yes,Q3,Male,74,Yes,0,Yes,2,NA,46.5,Cable,4,No,No,Yes,0,0,465
ACCT869338,CUST33793927,Yes,10,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,55.55,551.3,No,Q3,Female,30,Yes,2,Yes,6,NA,5.74,DSL,59,No,No,Yes,0,0,57.4
ACCT504323,CUST60034988,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.55,184.95,No,Q3,Male,34,Yes,0,Yes,6,NA,26.11,NA,0,No,No,No,0,0,287.21
ACCT113938,CUST98850444,No,37,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),106.75,4056.75,Yes,Q3,Female,77,No,0,No,0,Offer C,41.85,Fiber Optic,2,No,No,Yes,0,0,1548.45
ACCT672523,CUST79885601,Yes,17,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,62.1,1096.65,No,Q3,Male,58,Yes,3,Yes,10,NA,32.27,Cable,28,Yes,No,Yes,0,0,548.59
ACCT394801,CUST43669641,Yes,36,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),104.5,3684.95,No,Q3,Female,39,Yes,1,Yes,4,NA,43.7,Fiber Optic,26,No,Yes,Yes,0,0,1573.2
ACCT902836,CUST15713788,Yes,66,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),110.6,7210.85,No,Q3,Female,70,Yes,2,Yes,1,NA,44.38,Fiber Optic,28,Yes,No,Yes,0,0,2929.08
ACCT415011,CUST55269318,Yes,61,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),84.9,5264.5,No,Q3,Male,21,Yes,2,Yes,3,Offer B,12.72,Cable,48,Yes,Yes,Yes,0,0,775.92
ACCT518421,CUST61899199,No,22,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,93.2,2157.3,No,Q3,Male,50,No,0,No,0,NA,46.5,Fiber Optic,17,No,Yes,Yes,0,0,1023
ACCT710958,CUST52776915,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.4,24.4,No,Q3,Male,40,No,0,No,0,Offer E,0,DSL,6,No,No,Yes,0,0,0
ACCT983425,CUST57330755,Yes,68,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85,5607.75,No,Q3,Female,61,Yes,1,Yes,7,NA,6.28,DSL,16,Yes,Yes,No,0,130,427.04
ACCT722337,CUST70791777,Yes,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,87.45,2874.15,Yes,Q3,Female,39,Yes,0,Yes,1,NA,40.78,Fiber Optic,4,No,No,Yes,0,0,1386.52
ACCT849885,CUST71013876,Yes,52,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),85.8,4433.3,No,Q3,Female,61,Yes,1,Yes,3,Offer B,16.87,Fiber Optic,24,Yes,No,Yes,0,0,877.24
ACCT132658,CUST84582196,Yes,10,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,91.1,964.35,No,Q3,Female,43,No,3,No,0,NA,42.93,Fiber Optic,52,Yes,No,Yes,0,0,429.3
ACCT982963,CUST45642847,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.1,1460.85,No,Q3,Female,39,Yes,2,Yes,10,NA,14.17,NA,0,No,No,No,0,0,1020.24
ACCT548594,CUST14084822,Yes,24,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,74.8,1821.2,No,Q3,Male,57,Yes,1,Yes,9,NA,8.67,Cable,10,No,Yes,Yes,0,0,208.08
ACCT999776,CUST28987441,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.35,1218.55,Yes,Q3,Male,66,Yes,0,Yes,1,NA,48.5,Fiber Optic,4,No,No,Yes,0,0,582
ACCT734483,CUST93936792,No,1,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,81.7,81.7,Yes,Q3,Male,31,No,0,No,0,Offer E,9.81,Fiber Optic,28,No,No,Yes,0,0,9.81
ACCT709351,CUST71747035,No,33,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,68.25,2171.15,Yes,Q3,Male,37,No,0,No,0,NA,28.84,Fiber Optic,23,No,No,Yes,0,0,951.72
ACCT426421,CUST92886675,No,34,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.1,3634.8,No,Q3,Female,38,No,0,No,0,NA,2.82,Fiber Optic,2,Yes,Yes,Yes,0,0,95.88
ACCT554170,CUST19655980,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.4,292.4,No,Q3,Female,46,Yes,0,No,0,NA,14.61,NA,0,No,No,No,0,0,204.54
ACCT359498,CUST23388748,No,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.15,317.25,Yes,Q3,Female,41,No,0,No,0,Offer E,36.91,Fiber Optic,23,No,Yes,Yes,0,0,147.64
ACCT946512,CUST16579845,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20,218.55,No,Q3,Male,54,Yes,2,Yes,7,NA,4.26,NA,0,No,No,No,0,0,55.38
ACCT203468,CUST48880963,Yes,65,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),79.4,5071.9,No,Q3,Female,42,Yes,1,Yes,10,Offer B,1.83,Cable,13,Yes,Yes,Yes,0,0,118.95
ACCT611264,CUST10660436,No,55,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,58.6,3068.6,No,Q3,Male,38,Yes,0,Yes,9,Offer B,6.63,DSL,23,No,No,Yes,0,0,364.65
ACCT542821,CUST23296608,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),102.5,6157.6,No,Q3,Male,48,Yes,0,Yes,8,Offer B,19.22,Fiber Optic,4,No,Yes,Yes,0,0,1153.2
ACCT792919,CUST61795211,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.35,1442.65,No,Q3,Female,24,Yes,2,Yes,5,NA,23.47,NA,0,No,No,No,0,0,1619.43
ACCT581328,CUST11562131,No,67,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),69.2,4671.65,No,Q3,Male,59,Yes,0,No,0,NA,47.46,DSL,20,Yes,Yes,Yes,0,0,3179.82
ACCT290577,CUST30323619,No,35,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,3474.05,Yes,Q3,Male,70,No,0,No,0,Offer C,35.1,Fiber Optic,29,No,No,No,0,80,1228.5
ACCT526756,CUST45218285,Yes,19,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,100.95,1875.55,Yes,Q3,Male,29,Yes,0,Yes,1,NA,5.93,Fiber Optic,51,Yes,Yes,Yes,0,0,112.67
ACCT875325,CUST55315786,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.85,272.35,No,Q3,Female,56,Yes,3,Yes,6,NA,27.62,NA,0,No,No,No,0,0,359.06
ACCT176569,CUST50699403,Yes,41,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),88.5,3645.05,No,Q3,Female,33,No,2,No,0,NA,18.72,Fiber Optic,10,No,No,Yes,0,0,767.52
ACCT307481,CUST33828802,No,4,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,35,135.75,No,Q3,Female,46,No,0,No,0,NA,0,DSL,26,No,No,No,0,50,0
ACCT729801,CUST19063902,Yes,24,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,55.15,1319.85,No,Q3,Female,29,Yes,3,Yes,7,NA,27.37,DSL,85,Yes,No,Yes,0,0,656.88
ACCT140368,CUST65930457,No,5,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),50.95,229.4,No,Q3,Female,46,No,0,No,0,Offer E,0,Cable,26,No,Yes,Yes,0,0,0
ACCT113665,CUST84924962,No,5,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,64,370.25,No,Q3,Female,37,No,0,No,0,NA,44.78,Cable,29,No,Yes,Yes,0,0,223.9
ACCT648650,CUST24928589,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.1,69.1,Yes,Q3,Female,46,Yes,0,Yes,1,Offer E,16.55,Fiber Optic,19,No,No,Yes,0,0,16.55
ACCT178371,CUST18836855,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),80.2,5714.2,No,Q3,Female,39,Yes,3,Yes,7,NA,49.12,DSL,23,Yes,No,Yes,0,0,3536.64
ACCT707092,CUST17034885,No,24,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),49.3,1233.25,No,Q3,Female,34,No,0,No,0,NA,4.82,DSL,16,No,No,Yes,0,0,115.68
ACCT991273,CUST52349206,No,42,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),84.35,3571.6,No,Q3,Female,25,Yes,0,Yes,4,NA,9.84,DSL,52,Yes,Yes,Yes,0,0,413.28
ACCT501931,CUST67130327,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,83.3,No,Q3,Female,33,No,0,No,0,NA,25.8,NA,0,No,No,No,0,0,103.2
ACCT119664,CUST78209179,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),117.2,8035.95,No,Q3,Male,39,No,0,No,0,NA,32.67,Fiber Optic,3,Yes,Yes,Yes,0,0,2221.56
ACCT530651,CUST61964928,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,579.4,No,Q3,Female,23,Yes,3,Yes,3,NA,28.4,NA,0,No,No,No,0,0,937.2
ACCT696808,CUST18292510,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.6,69.6,Yes,Q3,Female,68,No,0,No,0,Offer E,45.8,Fiber Optic,10,No,No,Yes,0,0,45.8
ACCT318294,CUST37618881,No,31,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.45,3066.45,Yes,Q3,Male,53,No,0,No,0,NA,9.27,Fiber Optic,30,No,Yes,Yes,0,0,287.37
ACCT324116,CUST60572979,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),77.95,305.55,Yes,Q3,Female,31,No,0,No,0,NA,30.95,Fiber Optic,26,No,No,Yes,0,0,123.8
ACCT284629,CUST25279319,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,109.95,7634.25,No,Q3,Male,71,Yes,0,Yes,1,NA,18.41,Fiber Optic,17,Yes,No,Yes,0,0,1270.29
ACCT200319,CUST77236121,No,38,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.75,3653,No,Q3,Male,68,No,0,No,0,NA,46.96,Fiber Optic,13,No,No,Yes,45.82,0,1784.48
ACCT877270,CUST77139693,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.9,527.5,No,Q3,Female,50,No,0,No,0,NA,1.36,NA,0,No,No,No,0,0,34
ACCT676283,CUST79925707,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.45,78.45,Yes,Q3,Female,65,No,0,No,0,Offer E,18.37,Fiber Optic,13,No,No,Yes,0,0,18.37
ACCT497980,CUST26758388,No,48,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,44.8,2104.55,No,Q3,Female,62,No,0,No,0,NA,0,Cable,23,No,No,Yes,0,0,0
ACCT282181,CUST51832221,No,37,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,80.05,3019.1,No,Q3,Female,48,No,0,No,0,NA,9.61,Fiber Optic,11,No,No,Yes,0,0,355.57
ACCT321321,CUST91157914,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),107.35,7051.95,No,Q3,Male,71,Yes,0,Yes,7,NA,7.86,Fiber Optic,26,Yes,No,Yes,39.18,0,518.76
ACCT269211,CUST60646807,No,26,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),47.85,1190.5,No,Q3,Female,34,Yes,0,Yes,10,NA,0,Cable,28,No,No,No,0,80,0
ACCT617152,CUST13091254,No,63,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),70.8,4448.8,No,Q3,Male,59,Yes,0,Yes,6,NA,46.99,Cable,13,Yes,No,Yes,0,0,2960.37
ACCT434225,CUST19708019,No,2,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,70.75,146.9,Yes,Q3,Female,64,No,0,No,0,NA,26.93,DSL,10,No,Yes,Yes,0,0,53.86
ACCT237919,CUST18510233,No,18,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),59.1,1011.05,No,Q3,Male,74,Yes,0,Yes,6,NA,5.73,DSL,13,No,No,Yes,31.05,0,103.14
ACCT781687,CUST84970455,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.55,1714.95,No,Q3,Female,40,Yes,0,Yes,9,NA,49.39,NA,0,No,No,No,0,0,3160.96
ACCT520324,CUST92952553,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.45,762.5,Yes,Q3,Female,76,No,0,No,0,Offer E,12.91,Fiber Optic,21,No,No,Yes,0,0,116.19
ACCT136379,CUST36301101,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,75.55,75.55,No,Q3,Female,32,No,0,No,0,NA,7.11,Fiber Optic,26,No,No,Yes,0,0,7.11
ACCT292008,CUST32508141,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.65,338.9,Yes,Q3,Male,19,No,0,No,0,NA,6.91,Fiber Optic,53,No,Yes,Yes,0,0,27.64
ACCT420486,CUST71622502,No,38,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),70.15,2497.35,Yes,Q3,Male,73,No,0,No,0,Offer C,5.75,Cable,30,Yes,No,Yes,0,0,218.5
ACCT139139,CUST48407135,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,95.3,6273.4,No,Q3,Male,36,Yes,0,Yes,1,NA,25.83,Fiber Optic,24,No,Yes,Yes,0,0,1704.78
ACCT899548,CUST62065961,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.25,70.25,No,Q3,Female,20,No,0,No,0,NA,10.05,Fiber Optic,51,No,No,No,0,10,10.05
ACCT382384,CUST30391423,No,18,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.3,908.75,No,Q3,Female,42,Yes,0,Yes,4,Offer D,35.96,DSL,17,Yes,No,Yes,0,0,647.28
ACCT347451,CUST53413872,No,51,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.8,4913.3,Yes,Q3,Male,70,No,0,No,0,Offer B,19.49,Fiber Optic,11,No,No,Yes,0,0,993.99
ACCT551817,CUST80394090,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.85,NA,No,Q3,Male,56,Yes,1,Yes,5,NA,15.51,NA,0,No,No,No,0,0,155.1
ACCT901119,CUST45697151,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,46.3,46.3,Yes,Q3,Male,39,No,0,No,0,NA,48.22,DSL,21,No,No,Yes,0,0,48.22
ACCT929257,CUST72963229,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.35,212.3,No,Q3,Male,44,No,3,No,0,Offer D,17.23,NA,0,No,No,No,0,0,206.76
ACCT263617,CUST13492508,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.3,4443.45,Yes,Q3,Female,63,No,0,No,0,NA,10.43,Fiber Optic,22,No,Yes,No,0,130,427.63
ACCT578648,CUST75101612,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25,316.2,No,Q3,Male,37,No,0,No,0,Offer D,2.29,NA,0,No,No,No,0,0,27.48
ACCT366671,CUST78275993,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.3,1079.05,No,Q3,Female,62,Yes,1,Yes,3,NA,3.18,NA,0,No,No,No,0,0,174.9
ACCT441591,CUST19654750,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88,6161.9,No,Q3,Female,49,Yes,1,Yes,10,NA,43.51,DSL,22,Yes,Yes,No,0,40,2958.68
ACCT892253,CUST26174506,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),83.15,446.05,Yes,Q3,Female,68,No,0,No,0,NA,41.83,Fiber Optic,25,No,No,Yes,0,0,209.15
ACCT155807,CUST25548106,No,40,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),62.05,2511.55,No,Q3,Male,38,No,0,No,0,NA,0,Cable,19,No,Yes,Yes,0,0,0
ACCT537866,CUST33001739,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.1,318.6,No,Q3,Female,23,No,0,No,0,Offer D,47.25,NA,0,No,No,No,0,0,756
ACCT683595,CUST27012969,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.15,811.8,Yes,Q3,Male,28,No,0,No,0,Offer D,29.24,Fiber Optic,85,No,Yes,Yes,0,0,292.4
ACCT201391,CUST44155999,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,101.35,7323.15,No,Q3,Female,49,Yes,0,Yes,6,Offer A,46.1,Fiber Optic,23,No,Yes,Yes,0,0,3319.2
ACCT699428,CUST65024743,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.05,186.05,No,Q3,Female,70,No,0,No,0,Offer E,21.9,Fiber Optic,22,No,No,Yes,0,0,43.8
